Player ID,Player Name,Team ID,Primary Position,Minutes Played,Age,Market Value,League,Accurate long balls,Accurate long balls per90,Accurate passes,Accurate passes per90,Acted as sweeper,Acted as sweeper per90,Aerials won,Aerials won %,Aerials won % per90,Aerials won per90,Assists,Assists per90,Blocked scoring attempt,Blocked scoring attempt per90,Chances created,Chances created per90,Clean sheets,Clean sheets per90,Cross accuracy,Cross accuracy per90,Dispossessed,Dispossessed per90,Dribbled past,Dribbled past per90,Dribbles,Dribbles per90,Dribbles success rate,Dribbles success rate per90,Duels won,Duels won %,Duels won % per90,Duels won per90,Error led to goal,Error led to goal per90,Fouls committed,Fouls committed per90,Fouls won,Fouls won per90,Goals,Goals conceded,Goals conceded per90,Goals per90,Goals prevented,Goals prevented per90,High claims,High claims per90,Interceptions,Interceptions per90,Long ball accuracy,Long ball accuracy per90,Pass accuracy,Pass accuracy per90,Penalties awarded,Penalties awarded per90,Penalties conceded,Penalties conceded per90,Penalty goals,Penalty goals conceded,Penalty goals conceded per90,Penalty goals faced,Penalty goals faced per90,Penalty goals per90,Penalty goals saves,Penalty goals saves per90,Possession won final 3rd,Possession won final 3rd per90,Recoveries,Recoveries per90,Red cards,Red cards per90,Save percentage,Save percentage per90,Saves,Saves per90,Shots,Shots on target,Shots on target per90,Shots per90,Successful crosses,Successful crosses per90,Tackles won,Tackles won %,Tackles won % per90,Tackles won per90,Touches,Touches in opposition box,Touches in opposition box per90,Touches per90,Yellow cards,Yellow cards per90,xA,xA per90,xG,xG excl. penalty,xG excl. penalty per90,xG per90,xGOT,xGOT per90
1168311,Yasin Ayari,10204,Central Midfielder,198,20,€5M,Premier League,N/A,N/A,22,29.55,N/A,N/A,32,17,25.0,0.45,0,0.0,100,1.82,50,0.91,N/A,N/A,83,50.0,19,1.82,19,1.36,42,0.45,29,25.0,86,53,53.12,7.73,N/A,N/A,19,0.91,87,2.73,0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,47,0.91,N/A,N/A,4,75.58,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,73,0.91,90,7.27,100,0.0,N/A,N/A,N/A,N/A,95,72,0.45,2.73,86,0.91,79,51,55.56,2.27,49,95,6.36,62.73,100,0.0,86,0.18,100,100,0.44,0.44,97,0.42
1174296,Andre,8602,Defensive Midfielder,261,23,€27M,Premier League,85,2.76,51,38.97,N/A,N/A,N/A,N/A,N/A,N/A,0,0.0,59,0.34,21,0.34,N/A,N/A,N/A,N/A,45,1.03,79,0.34,69,1.03,100,100.0,60,96,68.0,5.86,N/A,N/A,47,1.38,85,2.41,0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,36,0.69,91,88.89,96,95.76,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,62,5.52,100,0.0,N/A,N/A,N/A,N/A,17,N/A,N/A,0.34,N/A,N/A,51,54,57.14,1.38,22,23,0.34,53.45,17,0.69,47,0.07,24,24,0.02,0.02,N/A,N/A
1174337,Savinho,8456,Left Winger,292,20,€55M,Premier League,26,0.31,88,40.07,N/A,N/A,N/A,N/A,N/A,N/A,92,0.62,58,0.62,81,2.47,N/A,N/A,42,19.05,64,1.23,77,0.31,90,2.77,85,64.29,87,100,64.86,7.4,N/A,N/A,45,0.92,77,2.16,0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,23,33.33,79,86.09,96,0.31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,87,1.23,51,4.01,100,0.0,N/A,N/A,N/A,N/A,64,43,0.62,2.16,82,1.23,81,50,62.5,1.54,94,95,9.86,71.51,29,0.31,86,0.29,62,63,0.24,0.24,51,0.17
1174672,Joao Gomes,8602,Central Midfielder,496,23,€40M,Premier League,56,1.45,49,37.2,N/A,N/A,N/A,N/A,N/A,N/A,0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,83,50.0,58,0.91,6,2.18,49,0.54,78,75.0,33,12,38.81,4.72,N/A,N/A,94,3.08,6,0.18,0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,46,0.91,77,66.67,56,87.61,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,63,0.54,67,5.99,100,0.0,N/A,N/A,N/A,N/A,33,N/A,N/A,0.54,71,0.36,82,58,59.09,2.36,24,28,0.54,54.62,22,0.54,12,0.02,32,32,0.03,0.03,N/A,N/A
1185748,Amadou Onana,10252,Central Midfielder,425,23,€55M,Premier League,49,1.27,44,35.79,N/A,N/A,94,37,47.37,1.91,0,0.0,79,0.64,14,0.21,N/A,N/A,100,100.0,41,1.06,40,1.06,51,0.64,78,75.0,81,51,53.03,7.41,N/A,N/A,83,2.12,56,1.48,97,N/A,N/A,0.42,N/A,N/A,N/A,N/A,78,1.69,87,75.0,77,89.42,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28,4.24,100,0.0,N/A,N/A,N/A,N/A,71,68,0.42,1.27,59,0.21,74,65,62.5,2.12,32,50,1.27,56.54,33,0.42,19,0.03,95,95,0.23,0.23,96,0.41
1192166,Rodrigo Gomes,8602,Right Back,116,21,€15M,Premier League,N/A,N/A,2,10.86,N/A,N/A,86,62,50.0,1.55,0,0.0,70,0.78,N/A,N/A,N/A,N/A,N/A,N/A,75,0.78,10,1.55,35,0.78,55,50.0,82,92,60.0,6.98,N/A,N/A,N/A,N/A,61,1.55,0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,60.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,58,0.78,0,1.55,100,0.0,N/A,N/A,N/A,N/A,37,N/A,N/A,1.55,N/A,N/A,46,11,25.0,0.78,7,40,3.88,37.24,100,0.0,1,0.01,13,13,0.05,0.05,N/A,N/A
1195281,Milos Kerkez,8678,Left Back,516,20,€24M,Premier League,57,1.4,24,25.81,N/A,N/A,30,24,33.33,0.52,0,0.0,72,0.35,57,0.7,N/A,N/A,44,18.75,54,0.35,69,0.7,33,0.35,100,100.0,22,56,52.5,3.66,N/A,N/A,57,1.22,67,1.05,0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,65,1.22,22,29.63,20,77.49,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,91,0.7,72,4.88,100,0.0,N/A,N/A,N/A,N/A,78,N/A,N/A,0.87,61,0.52,26,13,40.0,0.7,24,50,1.05,53.9,26,0.35,26,0.03,50,50,0.02,0.02,N/A,N/A
1197250,Malo Gusto,8455,Right Back,344,21,€38M,Premier League,81,2.35,65,35.58,N/A,N/A,N/A,N/A,N/A,N/A,0,0.0,65,0.26,19,0.26,N/A,N/A,N/A,N/A,46,0.52,2,2.88,26,0.26,100,100.0,24,15,42.86,3.92,N/A,N/A,63,1.31,17,0.26,0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,28,0.78,96,90.0,81,87.74,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,56,0.26,65,4.71,100,0.0,N/A,N/A,N/A,N/A,37,N/A,N/A,0.26,N/A,N/A,80,52,61.54,2.09,46,65,1.57,60.17,35,0.26,33,0.03,41,41,0.01,0.01,N/A,N/A
1197347,Nicolas Jackson,8455,Striker,446,23,€34M,Premier League,52,0.4,48,12.71,N/A,N/A,19,30,33.33,0.61,100,0.61,67,0.81,89,1.41,N/A,N/A,N/A,N/A,30,1.61,48,0.4,48,0.61,33,33.33,4,7,27.03,2.02,N/A,N/A,41,1.01,37,1.01,81,N/A,N/A,0.81,N/A,N/A,N/A,N/A,48,0.2,67,66.67,63,74.12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,52,0.4,22,1.41,0,0.0,N/A,N/A,N/A,N/A,85,85,2.02,3.63,N/A,N/A,N/A,N/A,N/A,N/A,59,78,6.46,33.09,4,0.4,37,0.04,89,100,0.94,0.94,81,0.86
1197655,Lewis Hall,10261,Left Back,338,20,€21M,Premier League,65,1.6,85,45.27,N/A,N/A,31,46,50.0,0.53,0,0.0,N/A,N/A,80,1.33,N/A,N/A,56,21.43,44,0.53,6,2.66,70,0.8,69,75.0,9,4,34.62,2.4,N/A,N/A,24,0.53,19,0.27,0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,56,1.07,65,50.0,67,84.58,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,80,0.53,76,5.06,100,0.0,N/A,N/A,N/A,N/A,0,N/A,N/A,0.0,70,0.8,11,70,66.67,0.53,78,41,0.8,75.09,33,0.27,65,0.08,N/A,N/A,N/A,N/A,N/A,N/A
