Player ID,Player Name,Team ID,Primary Position,Minutes Played,Age,Market Value,League,Accurate long balls,Accurate long balls per90,Accurate passes,Accurate passes per90,Acted as sweeper,Acted as sweeper per90,Aerials won,Aerials won %,Aerials won % per90,Aerials won per90,Assists,Assists per90,Blocked scoring attempt,Blocked scoring attempt per90,Chances created,Chances created per90,Clean sheets,Clean sheets per90,Cross accuracy,Cross accuracy per90,Dispossessed,Dispossessed per90,Dribbled past,Dribbled past per90,Dribbles,Dribbles per90,Dribbles success rate,Dribbles success rate per90,Duels won,Duels won %,Duels won % per90,Duels won per90,Error led to goal,Error led to goal per90,Fouls committed,Fouls committed per90,Fouls won,Fouls won per90,Goals,Goals conceded,Goals conceded per90,Goals per90,Goals prevented,Goals prevented per90,High claims,High claims per90,Interceptions,Interceptions per90,Long ball accuracy,Long ball accuracy per90,Pass accuracy,Pass accuracy per90,Penalties awarded,Penalties awarded per90,Penalties conceded,Penalties conceded per90,Penalty goals,Penalty goals conceded,Penalty goals conceded per90,Penalty goals faced,Penalty goals faced per90,Penalty goals per90,Penalty goals saves,Penalty goals saves per90,Possession won final 3rd,Possession won final 3rd per90,Recoveries,Recoveries per90,Red cards,Red cards per90,Save percentage,Save percentage per90,Saves,Saves per90,Shots,Shots on target,Shots on target per90,Shots per90,Successful crosses,Successful crosses per90,Tackles won,Tackles won %,Tackles won % per90,Tackles won per90,Touches,Touches in opposition box,Touches in opposition box per90,Touches per90,Yellow cards,Yellow cards per90,xA,xA per90,xG,xG excl. penalty,xG excl. penalty per90,xG per90,xGOT,xGOT per90
1160076,Sondre Auklend,8402,Central Midfielder,635,21,€450K,Eliteserien,23,0.99,83,45.21,N/A,N/A,14,88,66.67,0.28,0,0.0,88,0.71,87,1.7,N/A,N/A,N/A,N/A,60,0.71,7,1.7,89,1.56,67,55.0,75,75,54.55,5.95,N/A,N/A,66,1.28,97,2.55,90,N/A,N/A,0.28,N/A,N/A,N/A,N/A,14,0.43,64,53.85,90,88.12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,33,0.28,27,3.4,100,0.0,N/A,N/A,N/A,N/A,96,88,0.71,2.55,N/A,N/A,29,46,63.64,0.99,85,89,4.68,72.71,9,0.43,78,0.19,79,81,0.18,0.18,61,0.11
1160077,Filip Rønningen Jørgensen,7988,Central Midfielder,1969,22,€1.8M,Eliteserien,43,1.33,54,31.49,N/A,N/A,46,26,36.0,0.82,58,0.09,25,0.14,42,0.87,N/A,N/A,95,54.55,50,0.82,43,1.01,21,0.32,10,30.43,78,74,54.18,6.22,N/A,N/A,67,1.28,96,2.51,47,N/A,N/A,0.05,N/A,N/A,N/A,N/A,43,0.78,68,55.77,55,82.42,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,50,0.41,48,4.21,100,0.0,N/A,N/A,N/A,N/A,11,28,0.18,0.5,48,0.27,66,30,57.89,1.51,39,21,1.1,53.71,37,0.18,37,0.1,10,10,0.03,0.03,42,0.05
1162514,Marko Lawk Farji,8180,Attacking Midfielder,1302,20,€200K,Eliteserien,78,1.45,19,14.03,N/A,N/A,49,49,41.67,0.69,52,0.14,89,1.11,35,0.97,N/A,N/A,75,29.41,27,1.66,59,0.62,62,1.59,33,40.35,48,32,42.2,5.05,N/A,N/A,59,1.38,62,1.59,0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,46,0.35,62,60.0,14,69.05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,48,0.48,71,4.01,100,0.0,N/A,N/A,N/A,N/A,90,65,0.83,3.18,70,0.69,40,51,64.71,0.76,29,48,4.63,40.16,13,0.28,54,0.17,75,79,0.27,0.27,24,0.11
1165850,Syver Aas,7988,Central Midfielder,423,20,€400K,Eliteserien,10,0.64,6,18.51,N/A,N/A,73,76,58.33,1.49,0,0.0,94,0.85,57,1.06,N/A,N/A,63,28.57,48,0.85,18,1.28,77,1.06,12,33.33,94,53,50.72,7.45,N/A,N/A,92,2.13,100,3.19,81,N/A,N/A,0.21,N/A,N/A,N/A,N/A,N/A,N/A,15,33.33,19,75.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27,0.21,28,3.4,100,0.0,N/A,N/A,N/A,N/A,75,67,0.43,1.7,84,1.28,53,80,75.0,1.28,10,92,4.89,45.74,29,0.21,77,0.19,84,88,0.21,0.21,90,0.26
1166287,Frederik Elkær,8476,Left Back,679,22,N/A,Eliteserien,83,3.58,41,40.96,N/A,N/A,63,59,46.15,0.8,100,0.4,N/A,N/A,63,1.06,N/A,N/A,34,14.04,76,0.27,17,1.19,46,0.53,78,57.14,44,51,53.23,4.37,N/A,N/A,71,1.19,46,0.93,85,N/A,N/A,0.13,N/A,N/A,N/A,N/A,22,0.66,44,39.71,20,78.43,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,78,0.4,61,4.51,0,0.0,N/A,N/A,N/A,N/A,37,78,0.27,0.53,85,1.06,76,88,75.0,1.59,59,29,1.19,79.66,22,0.27,76,0.15,37,37,0.03,0.03,83,0.08
1169328,Fredrik Carson Pedersen,8609,Right Back,1017,21,N/A,Eliteserien,59,2.74,59,45.84,N/A,N/A,15,32,33.33,0.35,0,0.0,44,0.18,17,0.44,N/A,N/A,24,12.5,51,0.44,12,1.33,54,0.62,46,46.67,34,41,52.22,4.16,N/A,N/A,22,0.62,20,0.62,0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,32,0.8,56,44.29,68,84.64,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,51,0.27,46,4.16,0,0.0,N/A,N/A,N/A,N/A,32,N/A,N/A,0.35,15,0.09,83,83,72.41,1.86,49,15,0.62,76.46,49,0.18,22,0.06,20,20,0.01,0.01,N/A,N/A
1172556,Ruben Kristensen Alte,8605,Central Midfielder,1938,24,N/A,Eliteserien,39,1.21,23,22.52,N/A,N/A,12,24,35.29,0.28,68,0.14,54,0.33,63,1.21,N/A,N/A,58,26.67,45,0.88,68,0.65,79,1.16,44,44.64,19,35,47.67,3.81,N/A,N/A,22,0.7,82,1.58,77,N/A,N/A,0.19,N/A,N/A,N/A,N/A,27,0.6,29,41.27,41,80.43,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,53,0.42,62,4.64,100,0.0,N/A,N/A,N/A,N/A,81,94,0.79,1.86,55,0.37,9,50,64.71,0.51,6,56,2.46,44.07,49,0.14,76,0.19,69,73,0.13,0.13,83,0.21
1174725,Sander Christiansen,8509,Right Back,821,23,€175K,Eliteserien,37,1.97,17,31.46,N/A,N/A,83,78,56.52,1.43,61,0.11,85,0.55,90,1.43,N/A,N/A,63,26.67,0,1.75,68,0.66,34,0.44,12,30.77,56,15,46.39,4.93,N/A,N/A,73,1.21,76,1.32,80,N/A,N/A,0.11,N/A,N/A,N/A,N/A,93,1.75,22,37.5,22,79.06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,63,0.33,51,4.38,0,0.0,N/A,N/A,N/A,N/A,85,68,0.22,1.21,78,0.88,51,76,70.59,1.32,34,78,2.74,71.69,34,0.22,63,0.14,66,68,0.06,0.06,56,0.03
1179695,Hilmir Mikaelsson,8605,Striker,1345,20,€350K,Eliteserien,18,0.2,30,9.77,N/A,N/A,70,86,58.02,3.14,0,0.0,61,0.67,52,0.87,N/A,N/A,N/A,N/A,89,0.54,84,0.2,39,0.54,75,61.54,61,93,54.11,5.29,N/A,N/A,36,1.27,68,1.27,18,N/A,N/A,0.13,N/A,N/A,N/A,N/A,48,0.27,70,75.0,52,69.52,93,0.13,N/A,N/A,89,N/A,N/A,N/A,N/A,0.07,N/A,N/A,30,0.33,16,1.81,100,0.0,N/A,N/A,N/A,N/A,48,50,0.94,2.48,N/A,N/A,23,84,80.0,0.27,11,41,4.42,25.63,43,0.13,25,0.04,34,32,0.27,0.32,32,0.28
1181409,Sory Diarra,8512,Striker,1522,24,€125K,Eliteserien,30,0.3,2,7.45,N/A,N/A,73,75,53.15,3.49,41,0.06,30,0.41,34,0.77,N/A,N/A,N/A,N/A,77,0.65,57,0.35,30,0.47,55,50.0,68,86,48.74,5.74,N/A,N/A,57,1.54,32,0.77,39,N/A,N/A,0.24,N/A,N/A,N/A,N/A,61,0.35,34,41.67,11,59.43,N/A,N/A,N/A,N/A,84,N/A,N/A,N/A,N/A,0.06,N/A,N/A,39,0.41,27,2.13,100,0.0,N/A,N/A,N/A,N/A,34,39,0.77,2.25,N/A,N/A,75,80,76.47,0.77,9,32,4.02,25.43,11,0.35,5,0.02,55,45,0.33,0.38,34,0.28
