Player ID,Player Name,Team ID,Primary Position,Minutes Played,Age,Market Value,League,Accurate long balls,Accurate long balls per90,Accurate passes,Accurate passes per90,Acted as sweeper,Acted as sweeper per90,Aerials won,Aerials won %,Aerials won % per90,Aerials won per90,Assists,Assists per90,Blocked scoring attempt,Blocked scoring attempt per90,Chances created,Chances created per90,Clean sheets,Clean sheets per90,Cross accuracy,Cross accuracy per90,Dispossessed,Dispossessed per90,Dribbled past,Dribbled past per90,Dribbles,Dribbles per90,Dribbles success rate,Dribbles success rate per90,Duels won,Duels won %,Duels won % per90,Duels won per90,Error led to goal,Error led to goal per90,Fouls committed,Fouls committed per90,Fouls won,Fouls won per90,Goals,Goals conceded,Goals conceded per90,Goals per90,Goals prevented,Goals prevented per90,High claims,High claims per90,Interceptions,Interceptions per90,Long ball accuracy,Long ball accuracy per90,Pass accuracy,Pass accuracy per90,Penalties awarded,Penalties awarded per90,Penalties conceded,Penalties conceded per90,Penalty goals,Penalty goals conceded,Penalty goals conceded per90,Penalty goals faced,Penalty goals faced per90,Penalty goals per90,Penalty goals saves,Penalty goals saves per90,Possession won final 3rd,Possession won final 3rd per90,Recoveries,Recoveries per90,Red cards,Red cards per90,Save percentage,Save percentage per90,Saves,Saves per90,Shots,Shots on target,Shots on target per90,Shots per90,Successful crosses,Successful crosses per90,Tackles won,Tackles won %,Tackles won % per90,Tackles won per90,Touches,Touches in opposition box,Touches in opposition box per90,Touches per90,Yellow cards,Yellow cards per90,xA,xA per90,xG,xG excl. penalty,xG excl. penalty per90,xG per90,xGOT,xGOT per90
915264,Randy Nteka,8370,Central Midfielder,291,26,€2M,LaLiga,37,0.31,63,14.23,N/A,N/A,80,39,40.0,3.71,0,0.0,N/A,N/A,69,1.24,N/A,N/A,N/A,N/A,65,0.93,56,0.31,N/A,N/A,N/A,N/A,61,28,38.0,5.88,N/A,N/A,69,1.86,30,0.93,0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,59,0.31,100,100.0,41,71.88,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,54,0.62,46,2.16,100,0.0,N/A,N/A,N/A,N/A,7,17,0.31,0.93,N/A,N/A,69,43,50.0,0.62,43,13,2.78,32.78,26,0.31,28,0.02,19,19,0.14,0.14,17,0.04
916546,Manuel Fuster,8306,Left Midfielder,106,26,€2M,LaLiga,20,0.85,75,47.55,N/A,N/A,N/A,N/A,N/A,N/A,0,0.0,N/A,N/A,83,1.7,N/A,N/A,63,28.57,5,2.55,13,1.7,66,0.85,44,50.0,87,50,47.06,6.79,N/A,N/A,90,2.55,100,5.09,0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,5,25.0,60,84.85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21,3.4,100,0.0,N/A,N/A,N/A,N/A,79,N/A,N/A,1.7,92,1.7,N/A,N/A,N/A,N/A,91,35,0.85,80.66,100,0.0,75,0.13,38,39,0.04,0.04,N/A,N/A
917294,Enric Franquesa,7854,Left Back,360,27,€1.8M,LaLiga,33,0.5,25,17.0,N/A,N/A,72,86,57.14,1.0,0,0.0,N/A,N/A,6,0.25,N/A,N/A,28,16.67,94,0.25,88,0.25,41,1.0,38,44.44,56,89,58.97,5.75,N/A,N/A,66,1.5,12,0.75,66,N/A,N/A,0.25,N/A,N/A,N/A,N/A,36,0.25,27,40.0,30,75.56,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,45,0.5,78,5.0,100,0.0,N/A,N/A,N/A,N/A,9,23,0.25,0.75,20,0.25,77,27,50.0,1.5,33,8,1.25,46.25,36,0.25,5,0.02,22,23,0.07,0.07,50,0.16
921825,Jon Moncayola,8371,Central Midfielder,492,26,€6M,LaLiga,48,1.65,23,22.5,N/A,N/A,38,49,42.86,0.55,0,0.0,62,0.37,91,2.01,N/A,N/A,62,28.0,80,0.37,30,1.28,44,0.55,100,100.0,69,86,61.22,5.49,N/A,N/A,43,1.1,9,0.37,0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,38,0.55,27,42.86,18,74.55,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,49,0.37,25,3.48,100,0.0,N/A,N/A,N/A,N/A,56,N/A,N/A,1.1,87,1.28,86,21,45.45,1.83,23,47,1.1,47.01,30,0.37,79,0.14,47,48,0.06,0.06,N/A,N/A
922877,Logan Costa,10205,Center Back,466,23,€12M,LaLiga,44,2.7,33,40.94,N/A,N/A,50,79,71.43,1.93,0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,0.0,N/A,N/A,N/A,N/A,N/A,N/A,17,90,71.43,2.9,N/A,N/A,18,0.39,36,0.19,93,N/A,N/A,0.19,N/A,N/A,N/A,N/A,28,0.58,46,43.75,44,86.53,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,50,3.09,100,0.0,N/A,N/A,N/A,N/A,49,72,0.19,0.39,N/A,N/A,32,64,75.0,0.58,29,21,0.39,56.78,100,0.0,60,0.01,69,69,0.05,0.05,88,0.15
926643,Alfon González,9910,Attacking Midfielder,189,25,€350K,LaLiga,N/A,N/A,12,14.76,N/A,N/A,N/A,N/A,N/A,N/A,0,0.0,59,0.48,83,2.38,N/A,N/A,95,75.0,33,1.9,69,0.48,72,2.38,47,50.0,53,25,41.38,5.71,N/A,N/A,95,2.86,89,2.86,0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,52,0.48,N/A,N/A,31,75.61,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,41,0.48,0,0.48,0,0.48,N/A,N/A,N/A,N/A,91,84,1.43,3.33,75,1.43,N/A,N/A,N/A,N/A,19,100,10.0,39.52,100,0.0,62,0.18,80,88,0.35,0.35,34,0.07
927646,Adrià Pedrosa,8302,Left Back,436,26,€5M,LaLiga,61,1.65,58,33.44,N/A,N/A,9,6,7.14,0.21,83,0.21,91,0.62,67,1.03,N/A,N/A,58,25.0,29,0.83,68,0.62,86,1.24,74,66.67,45,12,41.18,4.33,N/A,N/A,67,1.44,58,1.03,0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,28,0.62,19,28.57,32,79.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,59,0.21,33,3.51,100,0.0,N/A,N/A,N/A,N/A,93,68,0.21,1.44,87,1.24,10,7,33.33,0.62,72,70,1.24,72.45,3,0.62,65,0.1,83,83,0.06,0.06,64,0.01
929838,Hugo Duro,10267,Striker,452,24,€20M,LaLiga,26,0.2,35,10.75,N/A,N/A,50,19,28.57,1.59,0,0.0,54,0.6,57,1.0,N/A,N/A,N/A,N/A,54,1.19,N/A,N/A,24,0.2,30,25.0,43,35,39.29,4.38,N/A,N/A,61,1.59,72,1.79,67,N/A,N/A,0.4,N/A,N/A,N/A,N/A,87,0.6,26,33.33,48,72.97,N/A,N/A,6,0.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,91,1.19,65,2.59,100,0.0,N/A,N/A,N/A,N/A,59,50,0.8,2.39,N/A,N/A,78,100,100.0,0.8,15,24,3.38,26.68,46,0.2,15,0.02,50,57,0.25,0.25,70,0.41
936206,Kirian Rodriguez,8306,Central Midfielder,667,28,€15M,LaLiga,82,3.1,96,65.31,N/A,N/A,21,21,25.0,0.27,70,0.13,52,0.27,29,0.54,N/A,N/A,N/A,N/A,31,1.21,14,1.62,43,0.54,68,66.67,10,26,42.11,3.24,N/A,N/A,15,0.67,33,0.81,0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,20,0.27,56,56.1,71,86.74,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,52,0.4,90,6.75,100,0.0,N/A,N/A,N/A,N/A,68,88,0.67,1.35,N/A,N/A,38,42,58.33,0.94,97,26,0.67,87.44,60,0.13,66,0.1,75,76,0.14,0.14,82,0.14
937397,Enzo Loiodice,8306,Central Midfielder,231,23,€4.5M,LaLiga,43,1.56,89,55.71,N/A,N/A,56,45,40.0,0.78,0,0.0,N/A,N/A,41,0.78,N/A,N/A,80,42.86,4,2.73,67,0.78,N/A,N/A,N/A,N/A,4,1,24.0,2.34,N/A,N/A,76,1.95,32,0.78,0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,54,0.78,58,57.14,50,82.66,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11,2.73,100,0.0,N/A,N/A,N/A,N/A,19,N/A,N/A,0.39,86,1.17,28,100,100.0,0.78,95,50,1.17,85.32,26,0.39,24,0.04,15,15,0.01,0.01,N/A,N/A
